Betriebs-Nr,Betriebsname,Einleitungsart,Anhang der AbwV,Nr. 4. BImSchV,IED-Nr.,Gemeinde,Zust. Behörde,Arbeitsstätten-Nr.,District,Annex_Num,utm_east,utm_north,anfallstellen_json,max_abwasservolumen_d,max_abwasservolumen_h,gesamtabwasser_a
22223723,Junkers  Müllers GmbH,Indirekteinleitung,"38 Textilherstellung, Textilveredlung",10.23,0,Mönchengladbach,BR Düsseldorf,0225349,M_nchengladbach,38.0,320169,5671299,"[{""nr"": 1, ""bezeichnung"": ""Druckerei, Waschmaschine, Pastenküche"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""38 Textilherstellung, Textilveredlung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Überlauf Thermex, Färbereilabor"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""38 Textilherstellung, Textilveredlung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Textile Ausrüstung, Pastenküche"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""38 Textilherstellung, Textilveredlung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""Färberei"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""38 Textilherstellung, Textilveredlung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230318,Klip-Comet,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,40.0,319094,5668523,"[{""nr"": 1, ""bezeichnung"": ""Gleitschliffanlage"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230291,Lindström GmbH,Indirekteinleitung,55 Wäschereien,,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,55.0,324385,5677519,"[{""nr"": 1, ""bezeichnung"": ""Wäscherei"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""55 Wäschereien"", ""max_d"": ""4"", ""max_h"": null, ""max_a"": ""880""}]",4,,880
22230299,Lorenz & Lihn Obst-Edel-Erzeugnisse,Indirekteinleitung,3 Herstellung von Nahrungsmitteln und Futtermitteln,,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,3.0,322655,5676700,"[{""nr"": 1, ""bezeichnung"": ""Produktion"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""3 Herstellung von Nahrungsmitteln und Futtermitteln"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230499,Niederrheinische Getränke Industrie,Indirekteinleitung,3 Herstellung von Nahrungsmitteln und Futtermitteln,,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,3.0,320456,5666474,"[{""nr"": 1, ""bezeichnung"": ""Getränkeproduktion"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""3 Herstellung von Nahrungsmitteln und Futtermitteln"", ""max_d"": ""140"", ""max_h"": null, ""max_a"": null}]",140,,
22230312,QMP Metal Powders GmbH,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",3.23,0,Mönchengladbach,Stadt Mönchengladbach,9002577,M_nchengladbach,40.0,320293,5673439,"[{""nr"": 1, ""bezeichnung"": ""Laborabwässer"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230287,Reimann u. Carl,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,40.0,321441,5669453,"[{""nr"": 1, ""bezeichnung"": ""Betrieb"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230489,Reiners & Fürst,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,40.0,320060,5673926,"[{""nr"": 1, ""bezeichnung"": ""Produktion Gleitschliffwasser"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": ""10"", ""max_h"": null, ""max_a"": null}]",10,,
22230319,Rheinische Formblech,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,9021377,M_nchengladbach,40.0,319849,5673845,"[{""nr"": 1, ""bezeichnung"": ""Pulverbeschichtung Entfettung"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Entfettung"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Nass-Lackieranlage Entfettung"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
2224727,Rhenus Lub GmbH & Co. KG,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung",4.5,4.1,Mönchengladbach,BR Düsseldorf,0466543,M_nchengladbach,40.0,314863,5669598,"[{""nr"": 1, ""bezeichnung"": ""Dampfkessel"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Sandfilter"", ""abwasserbeschaffenheit"": ""Kühlwasser"", ""anhang"": ""31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Kühlturm"", ""abwasserbeschaffenheit"": ""Kühlwasser"", ""anhang"": ""31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""Labor"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": ""0,5"", ""max_h"": null, ""max_a"": null}, {""nr"": 5, ""bezeichnung"": ""Produktion (Reinigung)"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": ""0,5"", ""max_h"": null, ""max_a"": null}]","0,5; 0,5",,
22230314,Troost,Indirekteinleitung,55 Wäschereien,,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,55.0,321368,5666533,"[{""nr"": 1, ""bezeichnung"": ""Wäscherei"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""55 Wäschereien"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230316,Trützschler,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,40.0,321591,5668502,"[{""nr"": 1, ""bezeichnung"": ""Werk 2 Teilereinigung"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22230491,TSB - Tiefdruck - Schwann-Bagel,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
53 Fotografische Prozesse (Silberhalogenid-Fotografie)",5.1.1.1,6.7,Mönchengladbach,Stadt Mönchengladbach,0330579,M_nchengladbach,40.0,323889,5678540,"[{""nr"": 1, ""bezeichnung"": ""fotografischen Prozessen"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""53 Fotografische Prozesse (Silberhalogenid-Fotografie)"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Galvanik"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
2227806,Tuchfabrik Willy Schmitz GmbH & Co.KG,Indirekteinleitung,"38 Textilherstellung, Textilveredlung",10.23,0,Mönchengladbach,BR Düsseldorf,0025446,M_nchengladbach,38.0,321502,5676193,"[{""nr"": 1, ""bezeichnung"": ""Produktionsabwasser"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""38 Textilherstellung, Textilveredlung"", ""max_d"": ""1.300"", ""max_h"": null, ""max_a"": ""299000""}]",1.300,,299000
22230320,Ungricht,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Mönchengladbach,Stadt Mönchengladbach,,M_nchengladbach,40.0,319184,5674211,"[{""nr"": 1, ""bezeichnung"": ""Produktion"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
22223667,UNGRICHT GMBH + CO KG,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung","9.3.2
3.10.1
3.10.2","0
2.6",Mönchengladbach,BR Düsseldorf,9999086,M_nchengladbach,40.0,319183,5674326,"[{""nr"": 1, ""bezeichnung"": ""Abwasser"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": ""25"", ""max_h"": null, ""max_a"": ""7500""}]",25,,7500
2222082,Aalberts Surface Treatment GmbH,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung","3.10.1
9.3.2.30","0
2.6",Kerpen,BR Köln,0302077,Rhein_Erft_Kreis,40.0,336754,5639117,"[{""nr"": 1, ""bezeichnung"": ""Oberflächenbehandlung Metall"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": ""14000""}]",,,14000
362641,Anlage 1.1: Betankung+NFZ-Waschhalle,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
49 Mineralölhaltiges Abwasser",,0,Frechen,Rhein-Erft-Kreis,0399381,Rhein_Erft_Kreis,40.0,346805,5643085,"[{""nr"": 1, ""bezeichnung"": ""Anlage 5: Kondensat"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Anlage 4: Reststoffsammelst."", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Anlage 3: KFZ-Annahmestelle"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""Anlage 1.2 Sprühraum"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 5, ""bezeichnung"": ""Anlage 2: Werkstatt"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 6, ""bezeichnung"": ""Anlage 6: Lackierb."", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 7, ""bezeichnung"": ""Anlage 1.1: Waschhalle"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
2222320,DOM Sicherheitstechnik GmbH,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung","3.4.2
3.8.2",0,Brühl,BR Köln,0194422,Rhein_Erft_Kreis,40.0,353942,5633178,"[{""nr"": 1, ""bezeichnung"": ""Metallverarbeitung"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": ""4200""}]",,,4200
362846,Elektromotorenreinigung,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Brühl,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,353784,5633945,"[{""nr"": 1, ""bezeichnung"": ""Elektromotorreinigung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
362403,Emaillierung,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung
49 Mineralölhaltiges Abwasser",,,Bergheim,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,332676,5646655,"[{""nr"": 1, ""bezeichnung"": ""Kfz- Wäsche"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Emaillierung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Wasseraufbereitung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""31 Wasseraufbereitung, Kühlsysteme, Dampferzeugung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""Lackierung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
36256,Emaillierwerk,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Bergheim,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,331549,5648984,"[{""nr"": 1, ""bezeichnung"": ""Produktionsabwasser"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
362103,Fällungsanlage,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Kerpen,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,336604,5640974,"[{""nr"": 1, ""bezeichnung"": ""Beiz- und Werkstattabwasser"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
362597,Galvanik,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Brühl,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,354034,5633190,"[{""nr"": 1, ""bezeichnung"": ""Galvanik"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
362634,Indutec Umwelttechnik,,"40 Metallbearbeitung, Metallverarbeitung",,,Kerpen,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,336216,5639222,"[{""nr"": 1, ""bezeichnung"": ""Niederschlagswasser"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Wäschen"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
2222400,PARKMO Metalle & Edelmetalle GmbH,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",8.11.2.2,0,Hürth,BR Köln,9047297,Rhein_Erft_Kreis,40.0,348897,5636175,"[{""nr"": 1, ""bezeichnung"": ""Lagerplatz \""Abfall\"""", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Lagerplatz \""Schrotte\"""", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": ""1974""}]",,,1974
36234,Reinigung Hydraulikaggregate,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung",,,Kerpen,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,336331,5639158,"[{""nr"": 1, ""bezeichnung"": ""Metallbau"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
2227609,RWE Power AG - Technikzentrum Tagebaue - Hauptwerkstatt,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
49 Mineralölhaltiges Abwasser",,,Frechen,BR Arnsberg-Abt.6 (LOBA),9971686,Rhein_Erft_Kreis,40.0,341855,5641837,"[{""nr"": 1, ""bezeichnung"": ""3 Waschplatz Feuerwehr"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": ""2200""}, {""nr"": 2, ""bezeichnung"": ""6 Diesellok Abspritzplatz"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": ""36"", ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""7 E-Lok Abspritzplatz"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": ""36"", ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""1 Wagenwaschplatz"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": ""3800""}, {""nr"": 5, ""bezeichnung"": ""4 Schrottplatzlagerstätte"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": ""662""}, {""nr"": 6, ""bezeichnung"": ""5 Elektromotorenwäsche"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": ""4"", ""max_h"": null, ""max_a"": ""1251""}, {""nr"": 7, ""bezeichnung"": ""2 Batteriewaschhalle"", ""abwasserbeschaffenheit"": ""Produktionsabwasser"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": ""712""}]",4,36; 36,2200; 3800; 662; 1251; 712
362839,Technikzentrum Tagebau,Indirekteinleitung,"40 Metallbearbeitung, Metallverarbeitung
49 Mineralölhaltiges Abwasser",,,Frechen,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,40.0,341974,5642022,"[{""nr"": 1, ""bezeichnung"": ""Entwässerung Halle 7"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 2, ""bezeichnung"": ""Maschinenteile"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 3, ""bezeichnung"": ""Schrottboxen"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 4, ""bezeichnung"": ""Entwässerung Halle 10"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 5, ""bezeichnung"": ""Batteriewaschhalle"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""40 Metallbearbeitung, Metallverarbeitung"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 6, ""bezeichnung"": ""Wagenwaschplatz"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}, {""nr"": 7, ""bezeichnung"": ""SA Feuerwehr"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""49 Mineralölhaltiges Abwasser"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
362676,Textilpflege,Indirekteinleitung,55 Wäschereien,,,Bedburg,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,55.0,329747,5651809,"[{""nr"": 1, ""bezeichnung"": ""Chemische Reinigung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""55 Wäschereien"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
36264,Textilreinigung,Indirekteinleitung,55 Wäschereien,,,Elsdorf,Rhein-Erft-Kreis,,Rhein_Erft_Kreis,55.0,329192,5645498,"[{""nr"": 1, ""bezeichnung"": ""Textilreinigung"", ""abwasserbeschaffenheit"": ""sonstiges Abwasser (verändertes Wasser)"", ""anhang"": ""55 Wäschereien"", ""max_d"": null, ""max_h"": null, ""max_a"": null}]",,,
